,no ethics,ethics 0.5,ethics 1,ethics 2,ethics normal 0.5,ethics normal 1,ethics normal 2,scores no ethics,scores ethics 0.5,scores ethics 1,scores ethics 2,scores ethics normal 0.5,scores ethics normal 1,scores ethics normal 2,mean,mean score
1220,0.00018412622215,0.00193680396934,0.00396354516399,0.00796717261073,0.00183550021726,0.00364581446032,0.00749756074013,26.6581443249,61.0150084903,61.4362311974,62.2500505189,61.0117750902,61.3540949062,62.1500246112,0.00221016238965,27.1814415931
1221,9.84655604347e-05,9.20577422182e-06,3.06139771494e-05,6.69573525319e-05,-2.75546579571e-05,2.72436908013e-05,5.62698473471e-05,26.5301853286,60.9395104654,61.3516150466,62.0664675443,60.841841446,61.2076070248,61.8576853831,-0.00542477946209,27.1814415931
1222,0.000105667832843,9.90673658048e-05,0.000193878302953,0.000389515419274,0.00010563895911,0.000152966103164,0.000305953662221,26.6152489237,60.9949050883,61.3745357784,62.0679508539,60.824638378,61.2116563468,61.7284452809,-0.000210308182045,27.1814415931
1223,-0.000396509338407,-0.00073800956444,-0.00133332809611,-0.0026630623901,-0.000635419590306,-0.00109126677222,-0.00210246490645,26.4013719582,60.9866077911,61.3730929585,62.0683161841,60.8184699292,61.1240746507,61.7286873197,-0.00879175611185,27.1814415931
1224,0.000413148743489,6.33939721288e-05,5.35924056175e-05,7.96004306036e-05,1.00693012301e-05,5.95913092125e-05,6.33079359247e-05,26.336380404,60.9141866143,61.3215701264,62.0056041115,60.8360233941,61.1332235955,61.7571652423,0.00383846655312,27.1814415931
1225,0.000640851778457,0.000964242356528,0.00189506688525,0.00374687062642,0.00067345600625,0.00132568739255,0.00265288258677,26.6015183781,61.0791728458,61.5749771112,62.5300128856,60.9786471579,61.3025562528,61.917059208,0.0133662392531,27.1814415931
1226,-7.17601546848e-05,4.84139775879e-05,7.16004847553e-05,0.000139382958591,4.29909216003e-06,4.84798265892e-05,7.56001281314e-05,26.818028561,60.9903041696,61.5530758815,62.4055853401,60.6491238592,61.0462967382,61.4679790055,-0.00340973129389,27.1814415931
1227,-0.000548794067405,-0.000303296486801,-0.000657146313408,-0.00131216735358,-0.000167956716239,-0.000294916871582,-0.000645069281279,26.7092423687,61.0243684089,61.5633377433,62.4475564807,60.5824214253,60.993461173,61.5432224116,-0.00543330274738,27.1814415931
1228,9.65779704208e-06,0.000189342317282,0.000386837387002,0.000783295247015,8.78268832728e-05,0.000181261937286,0.000365015336366,26.9520744617,60.9982135478,61.5478758116,62.4447190915,60.5932619106,60.9857769981,61.4794510356,-0.00173808902216,27.1814415931
1229,6.8044527495e-05,0.000491014014416,0.000973393812239,0.00193693006106,0.000233987653552,0.000464485921011,0.000923873787259,26.913010793,61.1034795946,61.6993399226,62.730239931,60.7991021435,61.0006699097,61.6544648162,0.00169284044875,27.1814415931
1230,0.000292377368843,0.000873612495409,0.00176011763346,0.00351791590592,0.000457631713781,0.000829346645032,0.00166550338249,26.7619279247,61.0380976296,61.7173615482,62.736070347,60.664748471,61.1410242012,61.6612160354,0.00631426605449,27.1814415931
1231,3.75860063658e-05,-0.000305069887902,-0.000598174992488,-0.00119532316505,-0.00013624418898,-0.000253502886188,-0.000495541099409,26.7357489399,61.1183353243,61.6491522582,62.7250976447,60.5150319985,60.9987884393,61.5124696052,-0.00180031909389,27.1814415931
1232,-0.000571486511389,-0.000451939864334,-0.000852316071279,-0.00169467169383,-0.000282570926762,-0.000370730336495,-0.0006800317015,26.4097535145,61.1052436937,61.6451527868,62.6444572795,60.5556794633,61.0202196926,61.428556326,-0.0108354214304,27.1814415931
1233,-8.72595681578e-05,-6.0165497174e-06,-0.00011899765753,-0.000238938012076,-9.9059622504e-05,-4.74101225364e-05,-9.84654623115e-05,26.4598544608,61.0660879187,61.6143893679,62.546652875,60.4662644151,60.9979430491,61.3834654167,-0.00165963225062,27.1814415931
1234,-0.000480543176325,-0.00143974150395,-0.00287514579554,-0.00573922508084,-0.000540287517952,-0.00108471119169,-0.00214701748258,26.5401362151,61.0326574444,61.6014026396,62.5422042581,60.479276938,60.8279243254,61.3650002875,-0.0129844771546,27.1814415931
1235,-0.00100325077894,-0.000895113214324,-0.00175208655828,-0.00350368353522,-0.000429517000979,-0.000718001067583,-0.00144193713277,26.5695700769,61.001084406,61.3636859085,62.013139161,60.5589728182,60.9266922355,61.1575344013,-0.0193381515181,27.1814415931
1236,0.000331294443548,0.000740824816764,0.00145812348773,0.0029448624676,0.000208289096417,0.000540878533481,0.00117565586079,26.9603630706,60.9537934777,61.2457998764,61.830447795,60.6033787347,60.7120520008,61.1322070852,0.0104217395958,27.1814415931
1237,0.000303109770274,0.000509540062427,0.000989238688405,0.00192830101498,0.00040369838307,0.000747796642747,0.00148662608951,26.9992149965,60.840288386,61.1400229334,61.7531953716,60.7728764908,61.0838119099,61.5171484063,0.0148700930552,27.1814415931
1238,-0.000554721402965,-0.000410614078285,-0.000677107613266,-0.00134845800545,-0.000178386491563,-0.000335788945073,-0.000607670718853,26.8650121645,60.8539369882,61.1601243121,61.7057125349,60.6491919615,60.8216057079,61.0446032645,-0.011538243233,27.1814415931
1239,-0.000181741696777,0.000499096000191,0.00114724662494,0.00229667531307,3.40678478353e-05,0.000485299990883,0.000931326241394,26.9187781033,60.8923093109,61.1938788675,61.7109162344,60.4104921204,60.8570897781,61.053804717,-0.000154873260224,27.1814415931
1240,0.000169539440027,0.00031378809869,0.000666097013119,0.00125580642964,0.000285083668216,0.000253089369039,0.000504548184212,26.955355639,60.8410743322,61.1120106196,61.6747048359,60.4245552479,60.7403796001,61.0500069209,0.0139047477485,27.1814415931
1241,-2.69555990123e-05,7.25086993036e-05,0.000222054843612,0.000458064596418,-7.57928859856e-05,2.76002920077e-05,0.000157110565281,26.9003513303,60.8135576241,61.1512623533,61.6444450999,60.4219604338,60.7292671807,61.0015121816,-0.00415409398224,27.1814415931
1242,-0.000156946010364,-0.000333796764754,-0.000624056459761,-0.00129311615176,-0.000133617227445,-0.000272465731034,-0.000507274624184,26.8803598973,60.9466268598,61.2572512513,61.8639867833,60.683511047,60.7918158143,61.1405278533,-0.00306133344077,27.1814415931
1243,0.000172683343596,0.000455971190223,0.000845072396543,0.00166972277254,0.000154633607793,0.000341547753365,0.000661131445855,26.8689088754,60.9515380106,61.2504523006,61.8319297164,60.6662106959,60.8853537604,61.0745937041,0.00257760386624,27.1814415931
